del,id,tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stopped,stemmed_tweet,lemmatized_tweet,tweet_length,topic,sentiment_score,sentiment_category,polarity,subjectivity,polarity_class,subjectivity_class,combined_sentiment
11585,15558,@USER Holy shit I love her???,1,1,0,holy shit love,holy shit love,holi shit love,holy shit love,6,1,0.1531,1,0.15,0.7,1,Subjective,-1
11670,97185,@USER This nigga is everywhere 😂 😂..I can't escape his spews..it's now time,1,2,1,nigga everywhere escape spews time,nigga everywhere escape spews time,nigga everywher escap spew time,nigga everywhere escape spews time,13,0,0.1779,1,0.0,0.0,0,Objective,-1
11721,80349,@USER So fuckinggg cute 😍,1,1,0,fuckinggg cute,fuckinggg cute,fuckinggg cute,fuckinggg cute,5,1,0.4588,1,0.5,1.0,1,Subjective,-1
11752,40302,@USER did you watch the music video for jackets hrgggg i love hank's dumb ass,1,2,1,watch music video jackets hrggg love hank dumb ass,watch music video jackets hrggg love hank dumb ass,watch music video jacket hrggg love hank dumb ass,watch music video jacket hrggg love hank dumb as,15,1,0.2263,1,0.0625,0.55,1,Subjective,-1
11762,51673,@USER @USER School misconduct allegations? That sounds like he was chewing gum in class. I think he is being accused of much more than “misconduct”,1,0,0,school misconduct allegations sounds like chewing gum class think accused much misconduct,school misconduct allegations sounds like chewing gum class think accused much misconduct,school misconduct alleg sound like chew gum class think accus much misconduct,school misconduct allegation sound like chewing gum class think accused much misconduct,25,2,0.0772,1,0.2,0.2,1,Objective,-1
11881,50944,@USER Baekhyun........🙇‍♀️ How are you?? Are you eating well?? I'm inactive these days😥 bcz of my project and assignment. Anyway I miss you😫 And you better eat proper meal😒 When r you coming here?? I'm sorry you are busy but i miss you. Take your time ok. Tata👋🏻 See you later😉,1,0,0,baekhyun    eating well inactive days bcz project assignment anyway miss better eat proper meal coming sorry busy miss take time tata see later,baekhyun eating well inactive days bcz project assignment anyway miss better eat proper meal coming sorry busy miss take time tata see later,baekhyun eat well inact day bcz project assign anyway miss better eat proper meal come sorri busi miss take time tata see later,baekhyun eating well inactive day bcz project assignment anyway miss better eat proper meal coming sorry busy miss take time tata see later,51,2,0.3612,1,0.02,0.38,0,Objective,-1
11929,74361,What EVERY DAY post-#FISA  declassification is going to be like FOR PATRIOTS.   #GreatAwakening #DrainTheSwamp #MAGA @USER Perp walks will make spectacular Christmas gifts #QAnon URL,1,0,0,every day post declassification going like patriots perp walks make spectacular christmas gifts ,every day post declassification going like patriots perp walks make spectacular christmas gifts,everi day post declassif go like patriot perp walk make spectacular christma gift,every day post declassification going like patriot perp walk make spectacular christmas gift,25,2,0.6597,1,0.6,0.9,1,Subjective,-1
11938,13824,@USER Mom better watch out for the Moron's hands. He has at least 17 accusation of sexual harassment charges. He is also affected by Pee stained skin due to his liking to be peed on!,1,2,1,mom better watch moron hands least accusation sexual harassment charges also affected pee stained skin due liking peed,mom better watch moron hands least accusation sexual harassment charges also affected pee stained skin due liking peed,mom better watch moron hand least accus sexual harass charg also affect pee stain skin due like peed,mom better watch moron hand least accusation sexual harassment charge also affected pee stained skin due liking peed,35,0,0.3049,1,-0.045,0.621666667,0,Subjective,-1
11946,32870,@USER you are like a real life cartoon character!! I love and respect the shit out of you for it. Keep doing you,1,2,1,like real life cartoon character love respect shit keep,like real life cartoon character love respect shit keep,like real life cartoon charact love respect shit keep,like real life cartoon character love respect shit keep,23,1,0.7351,1,0.166666667,0.566666667,1,Subjective,-1
12007,58596,@USER Imbibing at F75 if you are around. Love to have a cocktail with you before I head back to Denver tomorrow morn.,1,0,0,imbibing f75 around love cocktail head back denver tomorrow morn,imbibing f75 around love cocktail head back denver tomorrow morn,imbib f75 around love cocktail head back denver tomorrow morn,imbibing f75 around love cocktail head back denver tomorrow morn,23,1,0.6369,1,0.25,0.3,1,Objective,-1
12116,61200,@USER ...Bono's attempt to inculcate the masses in his later life epiphany... senility has certain markers; i guess Bono has made that clear now - sad 😳🤔🤔,1,2,1,bono attempt inculcate masses later life epiphany senility certain markers guess bono made clear sad,bono attempt inculcate masses later life epiphany senility certain markers guess bono made clear sad,bono attempt inculc mass later life epiphani senil certain marker guess bono made clear sad,bono attempt inculcate mass later life epiphany senility certain marker guess bono made clear sad,27,2,0.1531,1,-0.046428571,0.488690476,0,Objective,-1
12211,54522,@USER Risking his own ass lol,1,2,1,risking ass lol,risking ass lol,risk ass lol,risking as lol,6,2,0.128,1,0.8,0.7,1,Subjective,-1
12356,28181,@USER let me nigga fish in peace damn,1,2,1,let nigga fish peace damn,let nigga fish peace damn,let nigga fish peac damn,let nigga fish peace damn,8,2,0.2023,1,0.0,0.0,0,Objective,-1
12370,11093,@USER yeah way to ruin the fucking hype. this is why you werent invited to dennys after we finished with andreas lol.,1,2,1,yeah way ruin fucking hype werent invited dennys finished andreas lol,yeah way ruin fucking hype werent invited dennys finished andreas lol,yeah way ruin fuck hype werent invit denni finish andrea lol,yeah way ruin fucking hype werent invited dennys finished andreas lol,22,2,0.0516,1,0.1,0.75,1,Subjective,-1
12461,97312,if i have to tolerate ur loud ass maga merch dont say shit about my nike anything kiss my ass,1,2,1,tolerate loud ass maga merch dont say shit nike anything kiss ass,tolerate loud ass maga merch dont say shit nike anything kiss ass,toler loud ass maga merch dont say shit nike anyth kiss ass,tolerate loud as maga merch dont say shit nike anything kiss as,20,1,0.6931,1,-0.05,0.8,0,Subjective,-1
12474,35474,@USER I LOVE YO CUTE ASS,1,2,1,love cute ass,love cute ass,love cute ass,love cute as,6,1,0.802,1,0.5,0.8,1,Subjective,-1
12692,27901,@USER My nurse friend always looking out for me 💙 Yeah it's a bit of a wet cough :/  The doctor I dealt with earlier wouldn't tell me anything and basically threw a prescription for antibiotics at me... which I assume means that he is thinking I possibly have a chest infection? 👀,1,0,0,nurse friend always looking yeah bit wet cough doctor dealt earlier tell anything basically threw prescription antibiotics assume means thinking possibly chest infection,nurse friend always looking yeah bit wet cough doctor dealt earlier tell anything basically threw prescription antibiotics assume means thinking possibly chest infection,nurs friend alway look yeah bit wet cough doctor dealt earlier tell anyth basic threw prescript antibiot assum mean think possibl chest infect,nurse friend always looking yeah bit wet cough doctor dealt earlier tell anything basically threw prescription antibiotic assume mean thinking possibly chest infection,53,1,0.6597,1,-0.033333333,0.633333333,0,Subjective,-1
12767,80158,@USER Me and bronbron are cool now. It's ok if he eat ass #lakergang,1,2,1,bronbron cool eat ass,bronbron cool eat ass,bronbron cool eat ass,bronbron cool eat as,14,2,0.3182,1,0.35,0.65,1,Subjective,-1
12844,14657,@USER Fuckin great brother. I just laughed like a little girl. “Grab your balls” stay in the trade,1,2,1,fuckin great brother laughed like little girl grab balls stay trade,fuckin great brother laughed like little girl grab balls stay trade,fuckin great brother laugh like littl girl grab ball stay trade,fuckin great brother laughed like little girl grab ball stay trade,18,1,0.8795,1,0.4375,0.483333333,1,Objective,-1
12915,24268,@USER @USER Xtc isn't going to help you sleep hahahah but it will help you feel better after how Rockstar is shitting on us. Or did you mean sleeping pills😂,1,2,3,xtc going help sleep hahahah help feel better rockstar shitting mean sleeping pills,xtc going help sleep hahahah help feel better rockstar shitting mean sleeping pills,xtc go help sleep hahahah help feel better rockstar shit mean sleep pill,xtc going help sleep hahahah help feel better rockstar shitting mean sleeping pill,30,2,0.743,1,0.09375,0.59375,1,Subjective,-1
12921,73227,@USER @USER LOVE HER!! She is a BADASS!,1,2,1,love badass,love badass,love badass,love badass,8,1,0.765,1,0.5,0.6,1,Subjective,-1
12980,42940,#MaximeBernier's new party stakes out classical #liberalValues: #DonPittis | CBC News URL,1,0,0,new party stakes classical cbc news ,new party stakes classical cbc news,new parti stake classic cbc news,new party stake classical cbc news,12,1,0.4019,1,0.068181818,0.227272727,1,Objective,-1
12986,80097,@USER why are you so fucking good.,1,2,1,fucking good,fucking good,fuck good,fucking good,7,0,0.4927,1,0.7,0.6,1,Subjective,-1
13039,46519,@USER @USER You are the epitome of class and intelligence.❤️,1,0,0,epitome class intelligence  ,epitome class intelligence,epitom class intellig,epitome class intelligence,10,1,0.4767,1,0.0,0.0,0,Objective,-1
13081,68829,@USER @USER @USER @USER Wait so are pet stores hoarding? The fact that she is able to provide for an assistant to case for her animals means she IS adequately caring for them. Lmao that doesn't mean she has to do EVERY SINGLE THING on her own,1,0,0,wait pet stores hoarding fact able provide assistant case animals means adequately caring lmao mean every single thing,wait pet stores hoarding fact able provide assistant case animals means adequately caring lmao mean every single thing,wait pet store hoard fact abl provid assist case anim mean adequ care lmao mean everi singl thing,wait pet store hoarding fact able provide assistant case animal mean adequately caring lmao mean every single thing,47,2,0.7964,1,0.209880952,0.57202381,1,Subjective,-1
13094,73659,@USER Nigga then how can you say bo2 is the best Cod 🤨 URL,1,2,1,nigga say bo2 best cod ,nigga say bo2 best cod,nigga say bo2 best cod,nigga say bo2 best cod,14,2,0.6369,1,1.0,0.3,1,Objective,-1
13115,48232,@USER OH I FUCKING LOVE LATEX HMU IFU GOT Q'S IVE BEEN USING IT FOR YEARS,1,2,1,fucking love latex hmu ifu got ive using years,fucking love latex hmu ifu got ive using years,fuck love latex hmu ifu got ive use year,fucking love latex hmu ifu got ive using year,16,2,0.6697,1,0.5,0.6,1,Subjective,-1
505,21223,@USER YESSSSSHHHHH who else call you shitgull if it were not me or ryme 😚,1,2,1,yessshhh else call shitgull ryme,yessshhh else call shitgull ryme,yessshhh els call shitgul ryme,yessshhh else call shitgull ryme,15,0,0.0,0,0.0,0.0,0,Objective,-1
816,83590,@USER @USER Maybe he is making amends before #OpenSelection passes at conference.,1,0,0,maybe making amends passes conference,maybe making amends passes conference,mayb make amend pass confer,maybe making amends pass conference,12,0,0.0,0,0.0,0.0,0,Objective,-1
990,47123,"#DEMOCRACY Civil Disobedience is Paramount"" #DumpFord #Dictatorship #CONservatives #Liars #Fascists #ONpoli #TOpoli It’s time for Ontario’s other municipalities to stand up for local democracy  URL via @USER",1,0,0,civil disobedience paramount time ontario municipalities stand local democracy  via,civil disobedience paramount time ontario municipalities stand local democracy via,civil disobedi paramount time ontario municip stand local democraci via,civil disobedience paramount time ontario municipality stand local democracy via,27,1,0.0,0,0.0,0.0,0,Objective,-1
1126,40324,@USER Bird ass URL,1,2,1,bird ass ,bird ass,bird ass,bird as,4,0,0.0,0,0.0,0.0,0,Objective,-1
1170,46544,@USER need more ladies to spread out their pussy's  on cam 😍,1,2,1,need ladies spread pussy cam,need ladies spread pussy cam,need ladi spread pussi cam,need lady spread pussy cam,12,2,0.0,0,0.0,0.0,0,Objective,-1
1320,88954,@USER Never nigga 💀💀,1,2,2,never nigga,never nigga,never nigga,never nigga,4,2,0.0,0,0.0,0.0,0,Objective,-1
1392,74862,@USER @USER I saw that but i dont think thats a tattoo. It looks like that fuckin fashion fabric string or some shit. Idk. Might not me but that ass looks exactly like hers ha,1,1,0,saw dont think thats tattoo looks like fuckin fashion fabric string shit idk might ass looks exactly like,saw dont think thats tattoo looks like fuckin fashion fabric string shit idk might ass looks exactly like,saw dont think that tattoo look like fuckin fashion fabric string shit idk might ass look exact like,saw dont think thats tattoo look like fuckin fashion fabric string shit idk might as look exactly like,35,1,0.0,0,0.025,0.525,0,Subjective,-1
1467,32322,@USER @USER @USER @USER And you’re just another Twitter asshole. #Muted,1,2,1,another twitter asshole,another twitter asshole,anoth twitter asshol,another twitter asshole,11,2,0.0,0,0.0,0.0,0,Objective,-1
1539,50878,@USER You are an asshole!,1,2,1,asshole,asshole,asshol,asshole,5,0,0.0,0,0.0,0.0,0,Objective,-1
1694,26153,@USER Omfg yassssss! 😍,1,0,0,omfg yasss,omfg yasss,omfg yasss,omfg yasss,4,0,0.0,0,0.0,0.0,0,Objective,-1
1727,24918,@USER you fuckass,1,2,1,fuckass,fuckass,fuckass,fuckass,3,0,0.0,0,0.0,0.0,0,Objective,-1
1743,73201,@USER @USER That’s how immature she is not to mention no class at all O!! Not even a dime,1,2,1,immature mention class even dime,immature mention class even dime,immatur mention class even dime,immature mention class even dime,19,1,0.0,0,0.0,0.0,0,Objective,-1
1884,97197,4. But I have to called an hotel to send a shuttle to come pick my mother who is sitting at @USER terminal at the airport with their agents.  5. I reminded them that she is a wheelchair passenger who cannot speak English. How will the hotel find her?,1,0,0,called hotel send shuttle come pick mother sitting terminal airport agents reminded wheelchair passenger cannot speak english hotel find,called hotel send shuttle come pick mother sitting terminal airport agents reminded wheelchair passenger cannot speak english hotel find,call hotel send shuttl come pick mother sit termin airport agent remind wheelchair passeng cannot speak english hotel find,called hotel send shuttle come pick mother sitting terminal airport agent reminded wheelchair passenger cannot speak english hotel find,49,0,0.0,0,0.0,0.0,0,Objective,-1
2121,98405,@USER Her eyes look “cockeyed” to me.,1,0,0,eyes look cockeyed,eyes look cockeyed,eye look cockey,eye look cockeyed,7,1,0.0,0,0.0,0.0,0,Objective,-1
2154,56590,@USER Cockroach,1,1,0,cockroach,cockroach,cockroach,cockroach,2,0,0.0,0,0.0,0.0,0,Objective,-1
2191,64308,@USER boy you sleeeeeeepppp 😭😭 ass be ret on Pansy or Bailey tonight 😂😂😌,1,0,0,boy sleeeppp ass ret pansy bailey tonight,boy sleeeppp ass ret pansy bailey tonight,boy sleeeppp ass ret pansi bailey tonight,boy sleeeppp as ret pansy bailey tonight,14,2,0.0,0,0.0,0.0,0,Objective,-1
2377,72518,@USER That didn't work now did it!! Maybe he needs glasses!!!!,1,2,1,work maybe needs glasses,work maybe needs glasses,work mayb need glass,work maybe need glass,11,0,0.0,0,0.0,0.0,0,Objective,-1
2669,85014,@USER Why cant ISIS blow up these two assholes??,1,2,2,cant isis blow two assholes,cant isis blow two assholes,cant isi blow two asshol,cant isi blow two asshole,9,1,0.0,0,0.0,0.0,0,Objective,-1
2834,25198,@USER @USER Let’s gooo!!! Shittin on nubes,1,0,0,let gooo shittin nubes,let gooo shittin nubes,let gooo shittin nube,let gooo shittin nubes,7,1,0.0,0,0.0,0.0,0,Objective,-1
2919,31258,@USER #1950sbornwomen amassed their #NI gold doubloons as required by HMG who (@USER then STOLE the gold from our pirate chest when we were looking after our pirate kids  #1950swomen are pulling up alongside to blast cannon at those #ToryThieves because they won’t parlay.,1,0,0,amassed gold doubloons required hmg stole gold pirate chest looking pirate kids pulling alongside blast cannon parlay,amassed gold doubloons required hmg stole gold pirate chest looking pirate kids pulling alongside blast cannon parlay,amass gold doubloon requir hmg stole gold pirat chest look pirat kid pull alongsid blast cannon parlay,amassed gold doubloon required hmg stole gold pirate chest looking pirate kid pulling alongside blast cannon parlay,44,0,0.0,0,0.0,0.0,0,Objective,-1
3168,30181,@USER I just have to assume you are the MasterMind?,1,0,0,assume mastermind,assume mastermind,assum mastermind,assume mastermind,10,1,0.0,0,0.0,0.0,0,Objective,-1
3378,95463,@USER @USER @USER niggaaahhhh,1,0,0,niggaaahhh,niggaaahhh,niggaaahhh,niggaaahhh,4,0,0.0,0,0.0,0.0,0,Objective,-1
3438,61070,@USER Bullcrap,1,0,0,bullcrap,bullcrap,bullcrap,bullcrap,2,0,0.0,0,0.0,0.0,0,Objective,-1
3455,17387,@USER I'm not an asshole libtard.,1,2,1,asshole libtard,asshole libtard,asshol libtard,asshole libtard,6,0,0.0,0,0.0,0.0,0,Objective,-1
3466,65866,@USER @USER @USER She is a classist.  Note the Rolls Royce refernce.,1,0,0,classist note rolls royce refernce,classist note rolls royce refernce,classist note roll royc refernc,classist note roll royce refernce,12,0,0.0,0,0.0,0.0,0,Objective,-1
3492,66159,@USER BONO  IS AN ASSHOLE.,1,0,0,bono asshole,bono asshole,bono asshol,bono asshole,5,0,0.0,0,0.0,0.0,0,Objective,-1
3497,60780,@USER He basically said I am changing the second character because I refuse to be associated or share the same last name as the rest of you.,1,0,0,basically said changing second character refuse associated share last name rest,basically said changing second character refuse associated share last name rest,basic said chang second charact refus associ share last name rest,basically said changing second character refuse associated share last name rest,27,1,0.0,0,0.0,0.033333333,0,Objective,-1
3523,51395,@USER @USER Pssst Bono's Ass,1,0,0,pssst bono ass,pssst bono ass,pssst bono ass,pssst bono as,5,0,0.0,0,0.0,0.0,0,Objective,-1
3667,69454,@USER Since Lebron eat ass I guess I have to now URL,1,2,1,since lebron eat ass guess ,since lebron eat ass guess,sinc lebron eat ass guess,since lebron eat as guess,12,2,0.0,0,0.0,0.0,0,Objective,-1
3705,69259,@USER nigga say he a stretch big 💀,1,0,0,nigga say stretch big,nigga say stretch big,nigga say stretch big,nigga say stretch big,8,1,0.0,0,0.0,0.1,0,Objective,-1
4018,58412,Pigeon Girl can also send pigeons to poop on all MAGA hats.,1,2,1,pigeon girl also send pigeons poop maga hats,pigeon girl also send pigeons poop maga hats,pigeon girl also send pigeon poop maga hat,pigeon girl also send pigeon poop maga hat,12,0,0.0,0,0.0,0.0,0,Objective,-1
4058,37170,@USER already my ass i had so many fucking shots tonight,1,1,0,already ass many fucking shots tonight,already ass many fucking shots tonight,alreadi ass mani fuck shot tonight,already as many fucking shot tonight,11,2,0.0,0,-0.05,0.65,0,Subjective,-1
4263,59380,@USER Horseshit,1,0,0,horseshit,horseshit,horseshit,horseshit,2,0,0.0,0,0.0,0.0,0,Objective,-1
4296,65289,#Conservatives left #frustrated as #Congress passes big spending bills...  #tcot URL,1,0,0,left passes big spending bills ,left passes big spending bills,left pass big spend bill,left pass big spending bill,11,2,0.0,0,0.0,0.05,0,Objective,-1
4495,69822,@USER @USER G this a MAGA ass take 😂😂😂😂😂😂,1,0,0,maga ass take,maga ass take,maga ass take,maga as take,9,0,0.0,0,0.0,0.0,0,Objective,-1
4579,88271,@USER I'm an asshole though,1,1,0,asshole though,asshole though,asshol though,asshole though,5,0,0.0,0,0.0,0.0,0,Objective,-1
4738,23178,@USER Aye nigga👀,1,1,0,aye nigga,aye nigga,aye nigga,aye nigga,3,2,0.0,0,0.0,0.0,0,Objective,-1
4834,98523,@USER It’s in my fuckbucket,1,2,1,fuckbucket,fuckbucket,fuckbucket,fuckbucket,5,0,0.0,0,0.0,0.0,0,Objective,-1
5027,72880,@USER Nigga we’re going next week,1,2,2,nigga going next week,nigga going next week,nigga go next week,nigga going next week,6,2,0.0,0,0.0,0.0,0,Objective,-1
5222,44205,@USER He passes the ball to Keita instead should have actually shot and we would not be having any discussion. If anything he is quite selfless,1,0,0,passes ball keita instead actually shot would discussion anything quite selfless,passes ball keita instead actually shot would discussion anything quite selfless,pass ball keita instead actual shot would discuss anyth quit selfless,pass ball keita instead actually shot would discussion anything quite selfless,26,0,0.0,0,0.0,0.1,0,Objective,-1
5612,36424,@USER Niggas say anything,1,2,3,niggas say anything,niggas say anything,nigga say anyth,nigga say anything,4,2,0.0,0,0.0,0.0,0,Objective,-1
5651,26341,@USER She is a trained psychologist of course she can pass a lie detector test.,1,0,0,trained psychologist course pass lie detector test,trained psychologist course pass lie detector test,train psychologist cours pass lie detector test,trained psychologist course pas lie detector test,15,0,0.0,0,0.0,0.0,0,Objective,-1
5669,46933,@USER @USER There r 65 million that can sign to the affect that they didn't vote for an asshole.,1,1,0,million sign affect vote asshole,million sign affect vote asshole,million sign affect vote asshol,million sign affect vote asshole,19,2,0.0,0,0.0,0.0,0,Objective,-1
5997,43620,@USER If he’d just said “give me a lawyer asshole” they’d have given him Dershowitz.,1,2,1,said give lawyer asshole given dershowitz,said give lawyer asshole given dershowitz,said give lawyer asshol given dershowitz,said give lawyer asshole given dershowitz,15,0,0.0,0,0.0,0.0,0,Objective,-1
6259,65099,@USER School food ass anyways😂😂,1,0,0,school food ass anyways,school food ass anyways,school food ass anyway,school food as anyways,5,2,0.0,0,0.0,0.0,0,Objective,-1
6264,47478,I’m not going to no function with niggas that wear MAGA hats 🤢,1,0,0,going function niggas wear maga hats,going function niggas wear maga hats,go function nigga wear maga hat,going function nigga wear maga hat,13,0,0.0,0,0.0,0.0,0,Objective,-1
6438,24561,@USER Can’t we send this pig back to Canada. He’s an animal.,1,2,1,send pig back canada animal,send pig back canada animal,send pig back canada anim,send pig back canada animal,12,2,0.0,0,0.0,0.0,0,Objective,-1
6471,24584,@USER Bitchhh 😭😭😭😭 she was suppose to order some oatmeal,1,0,0,bitchhh suppose order oatmeal,bitchhh suppose order oatmeal,bitchhh suppos order oatmeal,bitchhh suppose order oatmeal,10,2,0.0,0,0.0,0.0,0,Objective,-1
6558,10787,@USER @USER You nailed that ass,1,2,1,nailed ass,nailed ass,nail ass,nailed as,6,0,0.0,0,0.0,0.0,0,Objective,-1
6883,17969,#Conservatives left #frustrated as #Congress passes big spending bills...  #tcot URL,1,0,0,left passes big spending bills ,left passes big spending bills,left pass big spend bill,left pass big spending bill,11,2,0.0,0,0.0,0.05,0,Objective,-1
6908,64013,"@USER How about he start some get informed"" classes for his uninformed players.""",1,0,0,start get informed classes uninformed players,start get informed classes uninformed players,start get inform class uninform player,start get informed class uninformed player,13,2,0.0,0,0.0,0.0,0,Objective,-1
6927,29297,@USER Another overdose nigga:(,1,2,1,another overdose nigga,another overdose nigga,anoth overdos nigga,another overdose nigga,4,2,0.0,0,0.0,0.0,0,Objective,-1
6934,16577,@USER Myyy nigga ✊🏾,1,2,3,myyy nigga ,myyy nigga,myyi nigga,myyy nigga,4,2,0.0,0,0.0,0.0,0,Objective,-1
7001,60096,@USER @USER Bit of a celebrity😂😂😂 my Ass!,1,1,0,bit celebrity ass,bit celebrity ass,bit celebr ass,bit celebrity as,8,1,0.0,0,0.0,0.0,0,Objective,-1
7192,10981,@USER The reason you don’t have a wife is because you are an ass.,1,2,1,reason wife ass,reason wife ass,reason wife ass,reason wife as,14,1,0.0,0,0.0,0.0,0,Objective,-1
7206,11046,@USER @USER Corey Booker try to finger blast my ass as a teenager. #MAGA #WalkAway URL,1,2,1,corey booker try finger blast ass teenager ,corey booker try finger blast ass teenager,corey booker tri finger blast ass teenag,corey booker try finger blast as teenager,16,0,0.0,0,0.0,0.0,0,Objective,-1
7274,82489,@USER they’re abso shite quality tho,1,2,3,abso shite quality tho,abso shite quality tho,abso shite qualiti tho,abso shite quality tho,6,0,0.0,0,0.0,0.0,0,Objective,-1
7394,89381,@USER No nigga,1,1,0,nigga,nigga,nigga,nigga,3,2,0.0,0,0.0,0.0,0,Objective,-1
7426,26171,A Long Ass Blog That Might Not Make Sense URL,1,2,2,long ass blog might make sense ,long ass blog might make sense,long ass blog might make sens,long as blog might make sense,10,1,0.0,0,-0.05,0.4,0,Objective,-1
7541,17578,@USER Dominos is ass,1,2,2,dominos ass,dominos ass,domino ass,domino as,4,0,0.0,0,0.0,0.0,0,Objective,-1
7668,75915,🛑 Gateway Pundit News 🛑   👉 Judicial Committee Chair Grassley Goes Off on Feinstein – Says She REFUSED to Join Him on Call with Far Left Accuser   URL   #MAGA 🇺🇸 ￼￼#2A #Prolife,1,0,0,gateway pundit news judicial committee chair grassley goes feinstein says refused join call far left accuser   ,gateway pundit news judicial committee chair grassley goes feinstein says refused join call far left accuser,gateway pundit news judici committe chair grassley goe feinstein say refus join call far left accus,gateway pundit news judicial committee chair grassley go feinstein say refused join call far left accuser,32,0,0.0,0,0.05,0.5,0,Objective,-1
8252,83318,@USER Henny... Why do you outside. Where u and ya pussy ass sister at. We just wanna talk,1,2,1,henny outside pussy ass sister wanna talk,henny outside pussy ass sister wanna talk,henni outsid pussi ass sister wanna talk,henny outside pussy as sister wanna talk,18,2,0.0,0,0.0,0.05,0,Objective,-1
8268,67606,*waits for a buncha braindead rednecks to burn the Levi's that they're wearing and get hauled off to the ER en masse* URL,1,1,0,waits buncha braindead rednecks burn levi wearing get hauled masse ,waits buncha braindead rednecks burn levi wearing get hauled masse,wait buncha braindead redneck burn levi wear get haul mass,wait buncha braindead redneck burn levi wearing get hauled masse,23,0,0.0,0,0.0,0.0,0,Objective,-1
8400,68367,@USER Shitttt. I do &amp; does.,1,1,0,shittt,shittt,shittt,shittt,6,0,0.0,0,0.0,0.0,0,Objective,-1
8414,61402,@USER 💀 i beat they ass too for letting them get hit,1,2,3,beat ass letting get hit,beat ass letting get hit,beat ass let get hit,beat as letting get hit,12,0,0.0,0,0.0,0.0,0,Objective,-1
8734,44143,@USER Cause they're assholes,1,2,3,cause assholes,cause assholes,caus asshol,cause asshole,4,2,0.0,0,0.0,0.0,0,Objective,-1
9038,25183,@USER @USER the USA is NOT a democracy. The USA is a constitutional republic!  Take a civics class!,1,0,0,usa democracy usa constitutional republic take civics class,usa democracy usa constitutional republic take civics class,usa democraci usa constitut republ take civic class,usa democracy usa constitutional republic take civics class,18,1,0.0,0,0.0,0.0,0,Objective,-1
9382,83321,@USER You are sexy as fuck babygirl🔥🔥🔥,1,2,1,sexy fuck babygirl,sexy fuck babygirl,sexi fuck babygirl,sexy fuck babygirl,7,0,-0.0258,0,0.05,0.8,0,Subjective,-1
9434,84478,@USER @USER She is dickmatized,1,2,1,dickmatized,dickmatized,dickmat,dickmatized,5,0,0.0,0,0.0,0.0,0,Objective,-1
9517,23098,@USER -Yogi Bear -Nick@USER &amp; Nickelodeon -FoodNetwork -HGTV -Ancient Aliens -Hallmark Channel  Next channel to surpass CNN in ratings: ESPN,1,0,0,yogi bear nick  nickelodeon foodnetwork hgtv ancient aliens hallmark channel next channel surpass cnn ratings espn,yogi bear nick nickelodeon foodnetwork hgtv ancient aliens hallmark channel next channel surpass cnn ratings espn,yogi bear nick nickelodeon foodnetwork hgtv ancient alien hallmark channel next channel surpass cnn rate espn,yogi bear nick nickelodeon foodnetwork hgtv ancient alien hallmark channel next channel surpass cnn rating espn,20,1,0.0,0,0.0,0.0,0,Objective,-1
9634,27680,@USER Patrick ass??,1,2,1,patrick ass,patrick ass,patrick ass,patrick as,3,0,0.0,0,0.0,0.0,0,Objective,-1
9794,84989,@USER Do it shithouse,1,1,0,shithouse,shithouse,shithous,shithouse,4,0,0.0,0,0.0,0.0,0,Objective,-1
9830,49214,@USER @USER IB you ass. Watch how you speak on my name😂😂,1,2,1,ass watch speak name,ass watch speak name,ass watch speak name,as watch speak name,12,0,0.0,0,0.0,0.0,0,Objective,-1
9916,10843,@USER Just look at the ass and keep it moving 🤦🏽‍♀️,1,2,1,look ass keep moving   ,look ass keep moving,look ass keep move,look as keep moving,11,1,0.0,0,0.0,0.0,0,Objective,-1
9917,17619,@USER @USER bt1100 ass malfunction,1,1,0,bt1100 ass malfunction,bt1100 ass malfunction,bt1100 ass malfunct,bt1100 as malfunction,5,0,0.0,0,0.0,0.0,0,Objective,-1
9933,32580,@USER bITCHC IM UWUING,1,1,0,bitchc uwuing,bitchc uwuing,bitchc uwu,bitchc uwuing,4,0,0.0,0,0.0,0.0,0,Objective,-1
10242,11971,@USER The epitome of class. A big fat class.,1,2,3,epitome class big fat class,epitome class big fat class,epitom class big fat class,epitome class big fat class,9,1,0.0,0,0.0,0.1,0,Objective,-1
10522,11095,Ain’t getting no pussy huh? URL,1,1,0,getting pussy huh ,getting pussy huh,get pussi huh,getting pussy huh,6,0,0.0,0,0.0,0.0,0,Objective,-1
10557,51617,@USER THIS IS SO FUCKINGNDBS FUNNYHEJS,1,1,0,fuckingndbs funnyhejs,fuckingndbs funnyhejs,fuckingndb funnyhej,fuckingndbs funnyhejs,6,0,0.0,0,0.0,0.0,0,Objective,-1
10606,43602,@USER @USER She’s a class act isn’t she. Kim the 2nd,1,0,0,class act kim 2nd,class act kim 2nd,class act kim 2nd,class act kim 2nd,11,2,0.0,0,0.0,0.0,0,Objective,-1
10843,26402,@USER REST IN PUSSY,1,2,1,rest pussy,rest pussy,rest pussi,rest pussy,4,0,0.0,0,0.0,0.0,0,Objective,-1
10863,31555,@USER @USER Ya niggas,1,0,0,niggas,niggas,nigga,nigga,4,2,0.0,0,0.0,0.0,0,Objective,-1
11087,21560,@USER Pants drooping below the ass...,1,1,0,pants drooping ass,pants drooping ass,pant droop ass,pant drooping as,6,0,0.0,0,0.0,0.0,0,Objective,-1
